sortnum,lat, lng
0,37.5615816,126.85562690000006
1,37.5616287,126.8556562
2,37.5616706,126.85569759999998
3,37.5617307,126.85569429999998
4,37.561787,126.85573010000007
5,37.5618247,126.85577009999996
6,37.5618761,126.85579239999991
7,37.5619161,126.85581890000005
8,37.5619633,126.85583780000002
9,37.562014,126.855861
10,37.5620711,126.85588830000006
11,37.5621083,126.85593470000003
12,37.5621538,126.85596020000004
13,37.5621957,126.8559871
14,37.5622392,126.8560053
15,37.5622861,126.8560271
16,37.5623281,126.8560523
17,37.5623691,126.85608049999996
18,37.5624015,126.85614429999998
19,37.5624434,126.8561767
20,37.5624936,126.85620059999997
21,37.5625404,126.85622409999996
22,37.5625865,126.85624570000004
23,37.562632,126.85627120000004
24,37.5626808,126.8563087
25,37.5627265,126.85633699999994
26,37.5627799,126.85638110000002
27,37.5628388,126.85640949999993
28,37.5628841,126.85644079999996
29,37.5629416,126.8564794
30,37.5629867,126.85649920000004
31,37.5630293,126.85651940000002
32,37.5630738,126.85653760000002
33,37.5631229,126.8565648
34,37.5631556,126.85660729999996
35,37.5631941,126.85664700000008
36,37.5632237,126.85669830000006
37,37.5632658,126.85673329999996
38,37.5633079,126.85677869999996
39,37.5633446,126.85681479999994
40,37.5633655,126.85686529999998
41,37.5633302,126.85690049999994
42,37.5633746,126.85694209999996
43,37.5634153,126.8569675
44,37.5634656,126.85699799999998
45,37.5635131,126.85699669999995
46,37.5635568,126.8569741
47,37.5635572,126.85691429999996
48,37.5635894,126.85684549999996
49,37.5636254,126.856803
50,37.5636642,126.8567696
51,37.5636985,126.85671780000008
52,37.5637331,126.85667519999993
53,37.5637713,126.85664109999992
54,37.5637517,126.85657630000004
55,37.5637778,126.85664169999995
56,37.5638224,126.8566737
57,37.5638715,126.85669610000002
58,37.563921,126.85671419999994
59,37.5639777,126.8567286
60,37.5640195,126.85676349999994
61,37.5640742,126.8567878
62,37.5641235,126.85683360000009
63,37.5641821,126.85686239999995
64,37.564231,126.85690180000006
65,37.5642866,126.8569222
66,37.5643364,126.85693779999995
67,37.564382,126.85696899999994
68,37.5644153,126.85702650000007
69,37.5644428,126.85707909999996
70,37.5644724,126.85713379999991
71,37.5644998,126.85720029999992
72,37.564529,126.8572438
73,37.5645568,126.85730130000002
74,37.5645587,126.8573609
75,37.5646067,126.85737799999993
76,37.5646527,126.85740350000005
77,37.564696,126.85743100000002
78,37.5647444,126.85746199999994
79,37.5647815,126.8574969
80,37.564823,126.85753369999998
81,37.5648785,126.85756749999996
82,37.5649198,126.85759380000002
83,37.5649573,126.8576379
84,37.5650056,126.8576686
85,37.5650573,126.85768659999997
86,37.5651122,126.85770879999995
87,37.565154,126.85773970000002
88,37.5651911,126.85777630000008
89,37.5652313,126.8578053
90,37.5652724,126.85784360000002
91,37.5653195,126.8578857
92,37.5653671,126.85789780000005
93,37.5654024,126.85794750000002
94,37.5654517,126.8579879
95,37.565493,126.85803269999997
96,37.5655388,126.85806750000006
97,37.5655779,126.85810170000002
98,37.5656365,126.85813589999998
99,37.5656875,126.85817529999996
100,37.5657319,126.85820820000004
101,37.5657789,126.85825239999996
102,37.5658217,126.85828319999996
103,37.5658764,126.85832389999996
104,37.5659216,126.85835509999993
105,37.5659739,126.8583926
106,37.5660333,126.858428
107,37.5660751,126.85846160000006
108,37.56611,126.8585001
109,37.5661578,126.85853559999998
110,37.5662087,126.85856920000003
111,37.5662518,126.85860350000009
112,37.5663002,126.85864319999996
113,37.5663443,126.85868619999997
114,37.5663887,126.8587202
115,37.566435,126.85874790000004
116,37.5664731,126.8587784
117,37.5665138,126.85880829999996
118,37.5665652,126.85885159999998
119,37.5666069,126.8588783
120,37.5666499,126.85890740000002
121,37.5666933,126.85894099999996
122,37.5667356,126.85897049999994
123,37.5667821,126.85900190000008
124,37.5668258,126.85903469999994
125,37.5668655,126.85906239999996
126,37.5669077,126.8591017
127,37.5669535,126.85912710000002
128,37.5670004,126.85914130000003
129,37.5670563,126.85911
130,37.5671054,126.85910330000002
131,37.5671407,126.85914389999994
132,37.5671781,126.8591861
133,37.56722,126.8592228
134,37.5672648,126.85926470000004
135,37.5673131,126.85930430000008
136,37.5673588,126.85934070000008
137,37.5674038,126.85937560000002
138,37.5674424,126.85940660000006
139,37.5674863,126.85943900000008
140,37.5675292,126.85946949999992
141,37.5675784,126.8595087
142,37.567618,126.85954779999996
143,37.5676631,126.85958290000008
144,37.567709,126.85960590000002
145,37.5677506,126.8596387
146,37.5678011,126.85968309999998
147,37.5678407,126.8597138
148,37.5678797,126.85976240000002
149,37.567924,126.85979739999992
150,37.5679643,126.8598267
151,37.568004,126.8598617
152,37.5680549,126.85989889999996
153,37.568093,126.85993910000002
154,37.5681303,126.85997559999998
155,37.5681713,126.860009
156,37.5682146,126.86003460000006
157,37.5682585,126.86006559999998
158,37.5683023,126.860101
159,37.5683427,126.86012870000002
160,37.5683862,126.8601814
161,37.568433,126.86020959999996
162,37.5684744,126.8602469
163,37.5685196,126.86027949999992
164,37.5685725,126.86031550000008
165,37.5686198,126.86035089999996
166,37.5686635,126.86037650000004
167,37.5687116,126.86039789999997
168,37.5687496,126.86044879999996
169,37.5687906,126.86047359999998
170,37.5688365,126.8605076
171,37.5688841,126.8605285
172,37.5689232,126.86056099999996
173,37.5689605,126.86059790000002
174,37.5690109,126.86063609999997
175,37.569063,126.86066959999994
176,37.5691033,126.86070159999996
177,37.5691555,126.8607161
178,37.569207,126.860767
179,37.5692573,126.8608034
180,37.5692982,126.86083710000004
181,37.5693472,126.86085690000004
182,37.5693848,126.8608944
183,37.5694216,126.8609275
184,37.5694619,126.86095620000005
185,37.569511,126.86098979999996
186,37.5695547,126.86101269999996
187,37.5696062,126.8610483
188,37.5696558,126.86108360000004
189,37.5697082,126.86113019999992
190,37.569755,126.86117430000002
191,37.5698082,126.86120499999991
192,37.5698452,126.86124829999994
193,37.569889,126.86129240000002
194,37.5699406,126.86132270000007
195,37.5699795,126.86135539999998
196,37.5700292,126.86138890000008
197,37.570072,126.86141329999998
198,37.5701227,126.86145340000007
